indice,nivel_territorial,unidade_de_medida,valor,regiao,variavel,periodo,categorias,tabela
195,Brasil,%,"2,10",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2021,2 anos ou mais,tabela_1616_var_4093
196,Brasil,%,"1,10",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,Total,tabela_1616_var_4093
197,Brasil,%,"3,20",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,Menos de 1 mês,tabela_1616_var_4093
198,Brasil,%,"1,60",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,De 1 mês a menos de 1 ano,tabela_1616_var_4093
199,Brasil,%,"3,20",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,De 1 ano a menos de 2 anos,tabela_1616_var_4093
200,Brasil,%,"2,00",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2021,2 anos ou mais,tabela_1616_var_4093
201,Brasil,%,"1,00",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,Total,tabela_1616_var_4093
202,Brasil,%,"2,60",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,Menos de 1 mês,tabela_1616_var_4093
203,Brasil,%,"1,60",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4093
204,Brasil,%,"2,40",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4093
205,Brasil,%,"1,80",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2022,2 anos ou mais,tabela_1616_var_4093
206,Brasil,%,"1,10",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,Total,tabela_1616_var_4093
207,Brasil,%,"3,00",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,Menos de 1 mês,tabela_1616_var_4093
208,Brasil,%,"1,70",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4093
209,Brasil,%,"3,00",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4093
210,Brasil,%,"2,00",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2022,2 anos ou mais,tabela_1616_var_4093
211,Brasil,%,"1,10",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,Total,tabela_1616_var_4093
212,Brasil,%,"3,10",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,Menos de 1 mês,tabela_1616_var_4093
213,Brasil,%,"1,60",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4093
214,Brasil,%,"3,50",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4093
215,Brasil,%,"2,20",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2022,2 anos ou mais,tabela_1616_var_4093
216,Brasil,%,"1,20",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,Total,tabela_1616_var_4093
217,Brasil,%,"2,90",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,Menos de 1 mês,tabela_1616_var_4093
218,Brasil,%,"1,60",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,De 1 mês a menos de 1 ano,tabela_1616_var_4093
219,Brasil,%,"3,60",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,De 1 ano a menos de 2 anos,tabela_1616_var_4093
220,Brasil,%,"2,40",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2022,2 anos ou mais,tabela_1616_var_4093
221,Brasil,%,"1,20",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,Total,tabela_1616_var_4093
222,Brasil,%,"2,60",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,Menos de 1 mês,tabela_1616_var_4093
223,Brasil,%,"1,80",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4093
224,Brasil,%,"3,90",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4093
225,Brasil,%,"2,60",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2023,2 anos ou mais,tabela_1616_var_4093
226,Brasil,%,"1,20",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,Total,tabela_1616_var_4093
227,Brasil,%,"3,10",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,Menos de 1 mês,tabela_1616_var_4093
228,Brasil,%,"1,80",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4093
229,Brasil,%,"3,20",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4093
230,Brasil,%,"2,30",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2023,2 anos ou mais,tabela_1616_var_4093
231,Brasil,%,"1,20",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,Total,tabela_1616_var_4093
232,Brasil,%,"2,70",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,Menos de 1 mês,tabela_1616_var_4093
233,Brasil,%,"1,70",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4093
234,Brasil,%,"3,40",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4093
235,Brasil,%,"2,40",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2023,2 anos ou mais,tabela_1616_var_4093
236,Brasil,%,"1,10",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,Total,tabela_1616_var_4093
237,Brasil,%,"3,10",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,Menos de 1 mês,tabela_1616_var_4093
238,Brasil,%,"1,70",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,De 1 mês a menos de 1 ano,tabela_1616_var_4093
239,Brasil,%,"3,30",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,De 1 ano a menos de 2 anos,tabela_1616_var_4093
240,Brasil,%,"2,50",Brasil,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2023,2 anos ou mais,tabela_1616_var_4093
241,Grande Região,%,"1,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2012,Total,tabela_1616_var_4093
242,Grande Região,%,"4,00",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2012,Menos de 1 mês,tabela_1616_var_4093
243,Grande Região,%,"2,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2012,De 1 mês a menos de 1 ano,tabela_1616_var_4093
244,Grande Região,%,"4,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2012,De 1 ano a menos de 2 anos,tabela_1616_var_4093
245,Grande Região,%,"3,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2012,2 anos ou mais,tabela_1616_var_4093
246,Grande Região,%,"1,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2012,Total,tabela_1616_var_4093
247,Grande Região,%,"4,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2012,Menos de 1 mês,tabela_1616_var_4093
248,Grande Região,%,"2,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2012,De 1 mês a menos de 1 ano,tabela_1616_var_4093
249,Grande Região,%,"4,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2012,De 1 ano a menos de 2 anos,tabela_1616_var_4093
250,Grande Região,%,"2,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2012,2 anos ou mais,tabela_1616_var_4093
251,Grande Região,%,"1,90",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2012,Total,tabela_1616_var_4093
252,Grande Região,%,"4,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2012,Menos de 1 mês,tabela_1616_var_4093
253,Grande Região,%,"2,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2012,De 1 mês a menos de 1 ano,tabela_1616_var_4093
254,Grande Região,%,"4,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2012,De 1 ano a menos de 2 anos,tabela_1616_var_4093
255,Grande Região,%,"4,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2012,2 anos ou mais,tabela_1616_var_4093
256,Grande Região,%,"1,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2012,Total,tabela_1616_var_4093
257,Grande Região,%,"4,30",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2012,Menos de 1 mês,tabela_1616_var_4093
258,Grande Região,%,"2,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2012,De 1 mês a menos de 1 ano,tabela_1616_var_4093
259,Grande Região,%,"3,90",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2012,De 1 ano a menos de 2 anos,tabela_1616_var_4093
260,Grande Região,%,"3,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2012,2 anos ou mais,tabela_1616_var_4093
261,Grande Região,%,"1,60",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2013,Total,tabela_1616_var_4093
262,Grande Região,%,"3,90",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2013,Menos de 1 mês,tabela_1616_var_4093
263,Grande Região,%,"2,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2013,De 1 mês a menos de 1 ano,tabela_1616_var_4093
264,Grande Região,%,"3,60",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2013,De 1 ano a menos de 2 anos,tabela_1616_var_4093
265,Grande Região,%,"3,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2013,2 anos ou mais,tabela_1616_var_4093
266,Grande Região,%,"1,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2013,Total,tabela_1616_var_4093
267,Grande Região,%,"4,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2013,Menos de 1 mês,tabela_1616_var_4093
268,Grande Região,%,"2,00",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2013,De 1 mês a menos de 1 ano,tabela_1616_var_4093
269,Grande Região,%,"3,90",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2013,De 1 ano a menos de 2 anos,tabela_1616_var_4093
270,Grande Região,%,"3,30",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2013,2 anos ou mais,tabela_1616_var_4093
271,Grande Região,%,"1,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2013,Total,tabela_1616_var_4093
272,Grande Região,%,"4,60",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2013,Menos de 1 mês,tabela_1616_var_4093
273,Grande Região,%,"2,30",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2013,De 1 mês a menos de 1 ano,tabela_1616_var_4093
274,Grande Região,%,"4,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2013,De 1 ano a menos de 2 anos,tabela_1616_var_4093
275,Grande Região,%,"3,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2013,2 anos ou mais,tabela_1616_var_4093
276,Grande Região,%,"1,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2013,Total,tabela_1616_var_4093
277,Grande Região,%,"4,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2013,Menos de 1 mês,tabela_1616_var_4093
278,Grande Região,%,"2,30",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2013,De 1 mês a menos de 1 ano,tabela_1616_var_4093
279,Grande Região,%,"4,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2013,De 1 ano a menos de 2 anos,tabela_1616_var_4093
280,Grande Região,%,"4,00",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2013,2 anos ou mais,tabela_1616_var_4093
281,Grande Região,%,"2,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2014,Total,tabela_1616_var_4093
282,Grande Região,%,"4,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2014,Menos de 1 mês,tabela_1616_var_4093
283,Grande Região,%,"2,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2014,De 1 mês a menos de 1 ano,tabela_1616_var_4093
284,Grande Região,%,"4,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2014,De 1 ano a menos de 2 anos,tabela_1616_var_4093
285,Grande Região,%,"3,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2014,2 anos ou mais,tabela_1616_var_4093
286,Grande Região,%,"1,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2014,Total,tabela_1616_var_4093
287,Grande Região,%,"4,00",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2014,Menos de 1 mês,tabela_1616_var_4093
288,Grande Região,%,"2,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2014,De 1 mês a menos de 1 ano,tabela_1616_var_4093
289,Grande Região,%,"4,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2014,De 1 ano a menos de 2 anos,tabela_1616_var_4093
290,Grande Região,%,"3,60",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2014,2 anos ou mais,tabela_1616_var_4093
291,Grande Região,%,"1,90",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2014,Total,tabela_1616_var_4093
292,Grande Região,%,"4,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2014,Menos de 1 mês,tabela_1616_var_4093
293,Grande Região,%,"2,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2014,De 1 mês a menos de 1 ano,tabela_1616_var_4093
294,Grande Região,%,"4,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2014,De 1 ano a menos de 2 anos,tabela_1616_var_4093
295,Grande Região,%,"3,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2014,2 anos ou mais,tabela_1616_var_4093
296,Grande Região,%,"2,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2014,Total,tabela_1616_var_4093
297,Grande Região,%,"4,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2014,Menos de 1 mês,tabela_1616_var_4093
298,Grande Região,%,"2,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2014,De 1 mês a menos de 1 ano,tabela_1616_var_4093
299,Grande Região,%,"4,30",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2014,De 1 ano a menos de 2 anos,tabela_1616_var_4093
300,Grande Região,%,"4,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2014,2 anos ou mais,tabela_1616_var_4093
301,Grande Região,%,"1,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2015,Total,tabela_1616_var_4093
302,Grande Região,%,"4,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2015,Menos de 1 mês,tabela_1616_var_4093
303,Grande Região,%,"2,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2015,De 1 mês a menos de 1 ano,tabela_1616_var_4093
304,Grande Região,%,"5,00",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2015,De 1 ano a menos de 2 anos,tabela_1616_var_4093
305,Grande Região,%,"3,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2015,2 anos ou mais,tabela_1616_var_4093
306,Grande Região,%,"1,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2015,Total,tabela_1616_var_4093
307,Grande Região,%,"4,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2015,Menos de 1 mês,tabela_1616_var_4093
308,Grande Região,%,"2,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2015,De 1 mês a menos de 1 ano,tabela_1616_var_4093
309,Grande Região,%,"4,00",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2015,De 1 ano a menos de 2 anos,tabela_1616_var_4093
310,Grande Região,%,"3,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2015,2 anos ou mais,tabela_1616_var_4093
311,Grande Região,%,"1,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2015,Total,tabela_1616_var_4093
312,Grande Região,%,"4,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2015,Menos de 1 mês,tabela_1616_var_4093
313,Grande Região,%,"2,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2015,De 1 mês a menos de 1 ano,tabela_1616_var_4093
314,Grande Região,%,"3,30",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2015,De 1 ano a menos de 2 anos,tabela_1616_var_4093
315,Grande Região,%,"3,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2015,2 anos ou mais,tabela_1616_var_4093
316,Grande Região,%,"1,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2015,Total,tabela_1616_var_4093
317,Grande Região,%,"4,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2015,Menos de 1 mês,tabela_1616_var_4093
318,Grande Região,%,"2,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2015,De 1 mês a menos de 1 ano,tabela_1616_var_4093
319,Grande Região,%,"3,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2015,De 1 ano a menos de 2 anos,tabela_1616_var_4093
320,Grande Região,%,"3,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2015,2 anos ou mais,tabela_1616_var_4093
321,Grande Região,%,"1,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2016,Total,tabela_1616_var_4093
322,Grande Região,%,"4,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2016,Menos de 1 mês,tabela_1616_var_4093
323,Grande Região,%,"2,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2016,De 1 mês a menos de 1 ano,tabela_1616_var_4093
324,Grande Região,%,"3,80",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2016,De 1 ano a menos de 2 anos,tabela_1616_var_4093
325,Grande Região,%,"3,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",1º trimestre 2016,2 anos ou mais,tabela_1616_var_4093
326,Grande Região,%,"1,60",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2016,Total,tabela_1616_var_4093
327,Grande Região,%,"4,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2016,Menos de 1 mês,tabela_1616_var_4093
328,Grande Região,%,"2,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2016,De 1 mês a menos de 1 ano,tabela_1616_var_4093
329,Grande Região,%,"3,60",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2016,De 1 ano a menos de 2 anos,tabela_1616_var_4093
330,Grande Região,%,"3,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",2º trimestre 2016,2 anos ou mais,tabela_1616_var_4093
331,Grande Região,%,"1,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2016,Total,tabela_1616_var_4093
332,Grande Região,%,"3,90",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2016,Menos de 1 mês,tabela_1616_var_4093
333,Grande Região,%,"1,90",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2016,De 1 mês a menos de 1 ano,tabela_1616_var_4093
334,Grande Região,%,"3,70",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2016,De 1 ano a menos de 2 anos,tabela_1616_var_4093
335,Grande Região,%,"3,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",3º trimestre 2016,2 anos ou mais,tabela_1616_var_4093
336,Grande Região,%,"1,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2016,Total,tabela_1616_var_4093
337,Grande Região,%,"4,50",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2016,Menos de 1 mês,tabela_1616_var_4093
338,Grande Região,%,"2,10",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2016,De 1 mês a menos de 1 ano,tabela_1616_var_4093
339,Grande Região,%,"3,40",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2016,De 1 ano a menos de 2 anos,tabela_1616_var_4093
340,Grande Região,%,"3,20",Nordeste,"Coeficiente de variação - Pessoas de 14 anos ou mais de idade, desocupadas na semana de referência",4º trimestre 2016,2 anos ou mais,tabela_1616_var_4093
