indice,nivel_territorial,unidade_de_medida,valor,regiao,variavel,periodo,categorias,tabela
492,Unidade da Federação,Reais,"679,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Trabalhador doméstico,tabela_4659_var_5932
493,Unidade da Federação,Reais,"1.275,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Trabalhador doméstico - com carteira de trabalho assinada,tabela_4659_var_5932
494,Unidade da Federação,Reais,"591,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Trabalhador doméstico - sem carteira de trabalho assinada,tabela_4659_var_5932
495,Unidade da Federação,Reais,"3.587,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Empregado no setor público,tabela_4659_var_5932
496,Unidade da Federação,Reais,"4.605,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",tabela_4659_var_5932
497,Unidade da Federação,Reais,"1.842,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",tabela_4659_var_5932
498,Unidade da Federação,Reais,"4.563,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Empregado no setor público - militar e funcionário público estatutário,tabela_4659_var_5932
499,Unidade da Federação,Reais,"4.907,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Empregador,tabela_4659_var_5932
500,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Empregador com CNPJ,tabela_4659_var_5932
501,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Empregador sem CNPJ,tabela_4659_var_5932
502,Unidade da Federação,Reais,"922,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Conta própria,tabela_4659_var_5932
503,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Conta própria com CNPJ,tabela_4659_var_5932
504,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2015,Conta própria sem CNPJ,tabela_4659_var_5932
505,Unidade da Federação,Reais,"1.739,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Total,tabela_4659_var_5932
506,Unidade da Federação,Reais,"1.902,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Empregado,tabela_4659_var_5932
507,Unidade da Federação,Reais,"1.369,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,"Empregado no setor privado, exclusive trabalhador doméstico",tabela_4659_var_5932
508,Unidade da Federação,Reais,"1.865,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",tabela_4659_var_5932
509,Unidade da Federação,Reais,"862,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",tabela_4659_var_5932
510,Unidade da Federação,Reais,"724,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Trabalhador doméstico,tabela_4659_var_5932
511,Unidade da Federação,Reais,"1.308,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Trabalhador doméstico - com carteira de trabalho assinada,tabela_4659_var_5932
512,Unidade da Federação,Reais,"647,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Trabalhador doméstico - sem carteira de trabalho assinada,tabela_4659_var_5932
513,Unidade da Federação,Reais,"3.806,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Empregado no setor público,tabela_4659_var_5932
514,Unidade da Federação,Reais,"3.748,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",tabela_4659_var_5932
515,Unidade da Federação,Reais,"1.784,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",tabela_4659_var_5932
516,Unidade da Federação,Reais,"4.543,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Empregado no setor público - militar e funcionário público estatutário,tabela_4659_var_5932
517,Unidade da Federação,Reais,"4.543,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Empregador,tabela_4659_var_5932
518,Unidade da Federação,Reais,"6.148,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Empregador com CNPJ,tabela_4659_var_5932
519,Unidade da Federação,Reais,"2.194,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Empregador sem CNPJ,tabela_4659_var_5932
520,Unidade da Federação,Reais,"945,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Conta própria,tabela_4659_var_5932
521,Unidade da Federação,Reais,"2.683,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Conta própria com CNPJ,tabela_4659_var_5932
522,Unidade da Federação,Reais,"816,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2016,Conta própria sem CNPJ,tabela_4659_var_5932
523,Unidade da Federação,Reais,"1.678,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Total,tabela_4659_var_5932
524,Unidade da Federação,Reais,"1.880,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Empregado,tabela_4659_var_5932
525,Unidade da Federação,Reais,"1.368,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,"Empregado no setor privado, exclusive trabalhador doméstico",tabela_4659_var_5932
526,Unidade da Federação,Reais,"1.937,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",tabela_4659_var_5932
527,Unidade da Federação,Reais,"840,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",tabela_4659_var_5932
528,Unidade da Federação,Reais,"697,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Trabalhador doméstico,tabela_4659_var_5932
529,Unidade da Federação,Reais,"1.359,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Trabalhador doméstico - com carteira de trabalho assinada,tabela_4659_var_5932
530,Unidade da Federação,Reais,"591,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Trabalhador doméstico - sem carteira de trabalho assinada,tabela_4659_var_5932
531,Unidade da Federação,Reais,"3.606,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Empregado no setor público,tabela_4659_var_5932
532,Unidade da Federação,Reais,"4.042,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",tabela_4659_var_5932
533,Unidade da Federação,Reais,"2.061,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",tabela_4659_var_5932
534,Unidade da Federação,Reais,"4.156,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Empregado no setor público - militar e funcionário público estatutário,tabela_4659_var_5932
535,Unidade da Federação,Reais,"3.838,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Empregador,tabela_4659_var_5932
536,Unidade da Federação,Reais,"5.235,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Empregador com CNPJ,tabela_4659_var_5932
537,Unidade da Federação,Reais,"2.169,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Empregador sem CNPJ,tabela_4659_var_5932
538,Unidade da Federação,Reais,"953,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Conta própria,tabela_4659_var_5932
539,Unidade da Federação,Reais,"2.311,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Conta própria com CNPJ,tabela_4659_var_5932
540,Unidade da Federação,Reais,"833,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2017,Conta própria sem CNPJ,tabela_4659_var_5932
541,Unidade da Federação,Reais,"1.753,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Total,tabela_4659_var_5932
542,Unidade da Federação,Reais,"1.936,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Empregado,tabela_4659_var_5932
543,Unidade da Federação,Reais,"1.521,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,"Empregado no setor privado, exclusive trabalhador doméstico",tabela_4659_var_5932
544,Unidade da Federação,Reais,"1.977,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",tabela_4659_var_5932
545,Unidade da Federação,Reais,"956,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",tabela_4659_var_5932
546,Unidade da Federação,Reais,"654,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Trabalhador doméstico,tabela_4659_var_5932
547,Unidade da Federação,Reais,"1.451,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Trabalhador doméstico - com carteira de trabalho assinada,tabela_4659_var_5932
548,Unidade da Federação,Reais,"585,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Trabalhador doméstico - sem carteira de trabalho assinada,tabela_4659_var_5932
549,Unidade da Federação,Reais,"3.317,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Empregado no setor público,tabela_4659_var_5932
550,Unidade da Federação,Reais,"3.862,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",tabela_4659_var_5932
551,Unidade da Federação,Reais,"1.893,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",tabela_4659_var_5932
552,Unidade da Federação,Reais,"4.232,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Empregado no setor público - militar e funcionário público estatutário,tabela_4659_var_5932
553,Unidade da Federação,Reais,"4.912,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Empregador,tabela_4659_var_5932
554,Unidade da Federação,Reais,"6.288,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Empregador com CNPJ,tabela_4659_var_5932
555,Unidade da Federação,Reais,"1.970,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Empregador sem CNPJ,tabela_4659_var_5932
556,Unidade da Federação,Reais,"997,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Conta própria,tabela_4659_var_5932
557,Unidade da Federação,Reais,"2.281,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Conta própria com CNPJ,tabela_4659_var_5932
558,Unidade da Federação,Reais,"842,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2018,Conta própria sem CNPJ,tabela_4659_var_5932
559,Unidade da Federação,Reais,"1.636,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Total,tabela_4659_var_5932
560,Unidade da Federação,Reais,"1.787,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Empregado,tabela_4659_var_5932
561,Unidade da Federação,Reais,"1.381,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,"Empregado no setor privado, exclusive trabalhador doméstico",tabela_4659_var_5932
562,Unidade da Federação,Reais,"1.866,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",tabela_4659_var_5932
563,Unidade da Federação,Reais,"882,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",tabela_4659_var_5932
564,Unidade da Federação,Reais,"703,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Trabalhador doméstico,tabela_4659_var_5932
565,Unidade da Federação,Reais,"1.315,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Trabalhador doméstico - com carteira de trabalho assinada,tabela_4659_var_5932
566,Unidade da Federação,Reais,"600,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Trabalhador doméstico - sem carteira de trabalho assinada,tabela_4659_var_5932
567,Unidade da Federação,Reais,"3.336,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Empregado no setor público,tabela_4659_var_5932
568,Unidade da Federação,Reais,"3.597,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",tabela_4659_var_5932
569,Unidade da Federação,Reais,"1.908,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",tabela_4659_var_5932
570,Unidade da Federação,Reais,"4.117,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Empregado no setor público - militar e funcionário público estatutário,tabela_4659_var_5932
571,Unidade da Federação,Reais,"4.138,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Empregador,tabela_4659_var_5932
572,Unidade da Federação,Reais,"5.923,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Empregador com CNPJ,tabela_4659_var_5932
573,Unidade da Federação,Reais,"1.753,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Empregador sem CNPJ,tabela_4659_var_5932
574,Unidade da Federação,Reais,"1.045,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Conta própria,tabela_4659_var_5932
575,Unidade da Federação,Reais,"2.614,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Conta própria com CNPJ,tabela_4659_var_5932
576,Unidade da Federação,Reais,"863,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2019,Conta própria sem CNPJ,tabela_4659_var_5932
577,Unidade da Federação,Reais,"1.630,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Total,tabela_4659_var_5932
578,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Empregado,tabela_4659_var_5932
579,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,"Empregado no setor privado, exclusive trabalhador doméstico",tabela_4659_var_5932
580,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",tabela_4659_var_5932
581,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",tabela_4659_var_5932
582,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Trabalhador doméstico,tabela_4659_var_5932
583,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Trabalhador doméstico - com carteira de trabalho assinada,tabela_4659_var_5932
584,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Trabalhador doméstico - sem carteira de trabalho assinada,tabela_4659_var_5932
585,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Empregado no setor público,tabela_4659_var_5932
586,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - com carteira de trabalho assinada",tabela_4659_var_5932
587,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,"Empregado no setor público, exclusive militar e funcionário público estatutário - sem carteira de trabalho assinada",tabela_4659_var_5932
588,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Empregado no setor público - militar e funcionário público estatutário,tabela_4659_var_5932
589,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Empregador,tabela_4659_var_5932
590,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Empregador com CNPJ,tabela_4659_var_5932
591,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Empregador sem CNPJ,tabela_4659_var_5932
592,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Conta própria,tabela_4659_var_5932
593,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Conta própria com CNPJ,tabela_4659_var_5932
594,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2020,Conta própria sem CNPJ,tabela_4659_var_5932
595,Unidade da Federação,Reais,"1.620,00",Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2021,Total,tabela_4659_var_5932
596,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2021,Empregado,tabela_4659_var_5932
597,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2021,"Empregado no setor privado, exclusive trabalhador doméstico",tabela_4659_var_5932
598,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2021,"Empregado no setor privado, exclusive trabalhador doméstico - com carteira de trabalho assinada",tabela_4659_var_5932
599,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2021,"Empregado no setor privado, exclusive trabalhador doméstico - sem carteira de trabalho assinada",tabela_4659_var_5932
600,Unidade da Federação,Reais,nan,Piauí,"Rendimento médio mensal real das pessoas de 14 anos ou mais de idade ocupadas na semana de referência com rendimento de trabalho, habitualmente recebido no trabalho principal",2021,Trabalhador doméstico,tabela_4659_var_5932
